file	program	config	c_size	u_size	c_time	d_time	c_mem	d_mem	c_cpu	d_cpu	is_lossless
2216_S3_L001.il.fq	dsrc	dsrc_m0_s	28802428	347444344	10.01	10.5	122	110	99	99	1
2239_S26_L001.il.fq	dsrc	dsrc_m0_s	51548173	357055160	11.21	11.55	129	113	99	99	1
2241_S28_L001.il.fq	dsrc	dsrc_m0_s	46279728	347670024	10.52	11.17	125	113	100	99	1
2298_S37_L001.il.fq	dsrc	dsrc_m0_s	32794419	274403560	8.29	8.65	125	112	99	99	1
2265_S4_L001.il.fq	dsrc	dsrc_m0_s	50070709	418596336	12.6	12.99	125	112	99	99	1
2262_S1_L001.il.fq	dsrc	dsrc_m0_s	45258318	418410180	12.23	12.87	125	112	99	99	1
2220_S7_L001.il.fq	dsrc	dsrc_m0_s	52726677	407466534	12.43	12.88	125	113	99	99	1
2305_S44_L001.il.fq	dsrc	dsrc_m0_m	37178586	298045616	5.22	5.4	389	303	181	193	1
2304_S43_L001.il.fq	dsrc	dsrc_m0_s	32671887	308830288	9.31	9.59	122	112	99	99	1
2235_S22_L001.il.fq	dsrc	dsrc_m0_s	38430741	431585584	12.98	13.07	123	111	99	99	1
2249_S36_L001.il.fq	dsrc	dsrc_m0_m	39298630	375702258	6.18	6.84	460	369	185	192	1
2295_S34_L001.il.fq	dsrc	dsrc_m0_s	32343354	319978424	10.74	11.3	122	112	99	100	1
2240_S27_L001.il.fq	dsrc	dsrc_m0_s	47166822	367953250	11.3	11.65	126	113	99	99	1
2218_S5_L001.il.fq	dsrc	dsrc_m0_s	65527203	458633010	14.56	14.48	125	114	99	99	1
2276_S15_L001.il.fq	dsrc	dsrc_m0_s	38367363	366767194	10.99	11.37	126	112	99	99	1
2252_S39_L001.il.fq	dsrc	dsrc_m0_s	43196052	368794574	11.33	11.66	126	112	99	100	1
2301_S40_L001.il.fq	dsrc	dsrc_m0_s	39814137	349276596	10.63	10.96	125	112	99	99	1
2263_S2_L001.il.fq	dsrc	dsrc_m0_m	45083471	416736936	7.22	6.83	508	311	189	196	1
2293_S32_L001.il.fq	dsrc	dsrc_m0_s	37340853	373086500	11.01	11.64	122	111	99	99	1
2294_S33_L001.il.fq	dsrc	dsrc_m0_s	29131709	270026346	8.24	8.29	123	112	99	99	1
2229_S16_L001.il.fq	dsrc	dsrc_m0_s	49984504	419881230	12.55	13.07	125	113	100	99	1
2237_S24_L001.il.fq	dsrc	dsrc_m0_s	46824110	440977110	14.3	13.81	125	112	99	99	1
2259_S46_L001.il.fq	dsrc	dsrc_m0_s	40758789	350734246	10.65	12.84	125	112	99	99	1
2250_S37_L001.il.fq	dsrc	dsrc_m0_s	35111997	338071598	10.69	11.24	122	111	99	99	1
2233_S20_L001.il.fq	dsrc	dsrc_m0_s	45355682	312791608	9.95	11.13	129	114	99	99	1
2248_S35_L001.il.fq	dsrc	dsrc_m0_m	55344583	515301428	7.89	9.2	593	320	200	199	1
2215_S2_L001.il.fq	dsrc	dsrc_m0_m	32515061	355812082	6.63	7.09	440	299	178	178	1
2260_S47_L001.il.fq	dsrc	dsrc_m0_m	47270760	373982572	7.29	7.85	470	376	196	186	1
2223_S10_L001.il.fq	dsrc	dsrc_m0_m	39048274	366792588	7.33	7.81	456	369	185	185	1
2283_S22_L001.il.fq	dsrc	dsrc_m0_m	46126327	429575634	7.97	8.65	517	312	196	192	1
2297_S36_L001.il.fq	dsrc	dsrc_m0_m	32914668	297605488	6.07	5.79	387	363	183	186	1
2273_S12_L001.il.fq	dsrc	dsrc_m0_m	43527202	380317040	7.94	7.32	477	373	189	191	1
2298_S37_L001.il.fq	dsrc	dsrc_m0_m	32794419	274403560	5.24	5.51	369	363	189	193	1
2289_S28_L001.il.fq	dsrc	dsrc_m0_m	36047896	388820198	7.48	7.31	475	366	194	199	1
2266_S5_L001.il.fq	dsrc	dsrc_m0_m	67544919	595944536	11.56	12	621	326	188	184	1
2224_S11_L001.il.fq	dsrc	dsrc_m0_m	40105427	342963850	7.29	7.4	430	370	175	178	1
2257_S44_L001.il.fq	dsrc	dsrc_m0_m	39420183	319269900	6.58	7.38	409	369	177	177	1
2274_S13_L001.il.fq	dsrc	dsrc_m0_m	45969517	385430632	7.33	7.73	478	359	191	189	1
2253_S40_L001.il.fq	dsrc	dsrc_m0_m	46683988	392234212	8.21	7.63	484	376	194	198	1
2239_S26_L001.il.fq	dsrc	dsrc_m0_m	51548173	357055160	7.15	7.77	458	380	189	180	1
2254_S41_L001.il.fq	dsrc	dsrc_m0_m	44640146	375101846	7.63	7.56	460	374	187	187	1
2232_S19_L001.il.fq	dsrc	dsrc_m0_m	51143079	384683514	8.03	7.51	483	316	189	195	1
2216_S3_L001.il.fq	dsrc	dsrc_m0_m	28802428	347444344	6.88	7.26	429	306	179	173	1
2265_S4_L001.il.fq	dsrc	dsrc_m0_m	50070709	418596336	8.45	8.32	512	379	193	196	1
2241_S28_L001.il.fq	dsrc	dsrc_m0_m	46279728	347670024	7.32	7.92	451	323	179	177	1
2235_S22_L001.il.fq	dsrc	dsrc_m0_m	38430741	431585584	8.35	8.62	512	304	187	194	1
2262_S1_L001.il.fq	dsrc	dsrc_m0_m	45258318	418410180	7.77	7.75	506	375	192	199	1
2220_S7_L001.il.fq	dsrc	dsrc_m0_m	52726677	407466534	8.07	7.65	492	382	197	199	1
2304_S43_L001.il.fq	dsrc	dsrc_m0_m	32671887	308830288	6.96	6.21	399	363	176	180	1
2218_S5_L001.il.fq	dsrc	dsrc_m0_m	65527203	458633010	9.59	9.63	559	394	185	182	1
2240_S27_L001.il.fq	dsrc	dsrc_m0_m	47166822	367953250	7.21	7.47	458	312	191	187	1
2295_S34_L001.il.fq	dsrc	dsrc_m0_m	32343354	319978424	6.52	6.44	410	362	175	181	1
2276_S15_L001.il.fq	dsrc	dsrc_m0_m	38367363	366767194	7.42	7.37	459	305	186	185	1
2252_S39_L001.il.fq	dsrc	dsrc_m0_m	43196052	368794574	7.09	7.4	459	373	183	192	1
2301_S40_L001.il.fq	dsrc	dsrc_m0_m	39814137	349276596	7.2	7.84	447	369	177	177	1
2293_S32_L001.il.fq	dsrc	dsrc_m0_m	37340853	373086500	7.34	6.74	461	303	186	198	1
2237_S24_L001.il.fq	dsrc	dsrc_m0_m	46824110	440977110	8.43	8.27	523	312	192	188	1
2294_S33_L001.il.fq	dsrc	dsrc_m0_m	29131709	270026346	5.43	5.1	359	295	192	198	1
2229_S16_L001.il.fq	dsrc	dsrc_m0_m	49984504	419881230	8.76	7.95	511	379	191	196	1
2250_S37_L001.il.fq	dsrc	dsrc_m0_m	35111997	338071598	7.12	7.04	427	365	173	178	1
2233_S20_L001.il.fq	dsrc	dsrc_m0_m	45355682	312791608	5.98	6.53	407	375	182	185	1
2259_S46_L001.il.fq	dsrc	dsrc_m0_m	40758789	350734246	7.27	6.84	444	370	179	177	1
2305_S44_L001.il.fq	dsrc	dsrc_m2_s	23939955	298045616	10	9.32	356	333	99	99	1
2215_S2_L001.il.fq	dsrc	dsrc_m2_s	21805236	355812082	11.01	10.78	352	329	99	100	1
2248_S35_L001.il.fq	dsrc	dsrc_m2_s	31717545	515301428	16.22	15.97	350	329	99	100	1
2283_S22_L001.il.fq	dsrc	dsrc_m2_s	35546713	429575634	12.95	13.08	356	334	100	99	1
2249_S36_L001.il.fq	dsrc	dsrc_m2_s	23109751	375702258	11.02	11.37	350	329	100	99	1
2260_S47_L001.il.fq	dsrc	dsrc_m2_s	30061706	373982572	11.34	11.9	356	333	99	99	1
2223_S10_L001.il.fq	dsrc	dsrc_m2_s	25641149	366792588	10.86	11.55	350	331	99	99	1
2254_S41_L001.il.fq	dsrc	dsrc_m2_s	25329432	375101846	11.18	11.77	350	331	99	99	1
2297_S36_L001.il.fq	dsrc	dsrc_m2_s	19827510	297605488	9.04	9.26	350	331	99	99	1
2273_S12_L001.il.fq	dsrc	dsrc_m2_s	23998380	380317040	11.52	11.53	350	329	99	99	1
2289_S28_L001.il.fq	dsrc	dsrc_m2_s	19874434	388820198	11.26	11.5	349	326	100	100	1
2224_S11_L001.il.fq	dsrc	dsrc_m2_s	22231086	342963850	10.19	10.52	350	329	99	99	1
2263_S2_L001.il.fq	dsrc	dsrc_m2_s	24590940	416736936	12.31	12.58	352	329	99	99	1
2253_S40_L001.il.fq	dsrc	dsrc_m2_s	27433771	392234212	11.85	12.51	350	331	99	99	1
2274_S13_L001.il.fq	dsrc	dsrc_m2_s	27972570	385430632	11.48	12.01	355	332	99	99	1
2257_S44_L001.il.fq	dsrc	dsrc_m2_s	23269373	319269900	9.55	10.19	354	331	99	99	1
2266_S5_L001.il.fq	dsrc	dsrc_m2_s	35547409	595944536	17.78	18.32	350	329	99	99	1
2239_S26_L001.il.fq	dsrc	dsrc_m2_s	35722161	357055160	11.45	11.33	381	339	99	100	1
2216_S3_L001.il.fq	dsrc	dsrc_m2_s	17894970	347444344	10.03	10.27	349	326	99	100	1
2232_S19_L001.il.fq	dsrc	dsrc_m2_s	32695873	384683514	11.96	12.45	357	334	99	99	1
2265_S4_L001.il.fq	dsrc	dsrc_m2_s	28483676	418596336	12.72	12.84	350	331	100	99	1
2241_S28_L001.il.fq	dsrc	dsrc_m2_s	32758626	347670024	10.69	10.97	381	337	100	99	1
2235_S22_L001.il.fq	dsrc	dsrc_m2_s	24222281	431585584	12.37	12.99	350	327	99	99	1
2259_S46_L001.il.fq	dsrc	dsrc_m2_s	23782937	350734246	10.43	10.92	350	330	99	99	1
2262_S1_L001.il.fq	dsrc	dsrc_m2_s	25622553	418410180	12.26	12.95	350	329	100	100	1
2298_S37_L001.il.fq	dsrc	dsrc_m2_s	21764552	274403560	8.7	8.52	356	333	99	99	1
2304_S43_L001.il.fq	dsrc	dsrc_m2_s	16821523	308830288	9.41	9.55	350	327	99	99	1
2295_S34_L001.il.fq	dsrc	dsrc_m2_s	18420510	319978424	9.46	9.69	350	328	99	99	1
2220_S7_L001.il.fq	dsrc	dsrc_m2_s	30739249	407466534	12.49	12.66	355	332	99	99	1
2240_S27_L001.il.fq	dsrc	dsrc_m2_s	31966401	367953250	11.21	11.77	381	336	99	99	1
2252_S39_L001.il.fq	dsrc	dsrc_m2_s	24272187	368794574	11	11.38	351	330	100	99	1
2276_S15_L001.il.fq	dsrc	dsrc_m2_s	26330122	366767194	10.92	11.45	355	333	100	99	1
2218_S5_L001.il.fq	dsrc	dsrc_m2_s	58613803	458633010	14.67	15	393	346	99	99	1
2301_S40_L001.il.fq	dsrc	dsrc_m2_s	22002234	349276596	10.65	10.86	351	329	100	99	1
2294_S33_L001.il.fq	dsrc	dsrc_m2_s	17949444	270026346	8.18	8.27	350	330	99	99	1
2305_S44_L001.il.fq	dsrc	dsrc_m2_m	23939955	298045616	8.32	8.37	369	398	113	112	1
2293_S32_L001.il.fq	dsrc	dsrc_m2_s	20283002	373086500	11.35	11.32	350	327	99	99	1
2250_S37_L001.il.fq	dsrc	dsrc_m2_s	19022143	338071598	10.01	11.06	350	327	99	99	1
2237_S24_L001.il.fq	dsrc	dsrc_m2_s	27922819	440977110	13.15	13.51	350	329	99	99	1
2229_S16_L001.il.fq	dsrc	dsrc_m2_s	32002442	419881230	12.57	13.57	356	333	99	99	1
2233_S20_L001.il.fq	dsrc	dsrc_m2_s	30513350	312791608	10.12	10.93	381	337	99	99	1
2215_S2_L001.il.fq	dsrc	dsrc_m2_m	21805236	355812082	7.99	9.16	448	456	142	131	1
2248_S35_L001.il.fq	dsrc	dsrc_m2_m	31717545	515301428	9.11	9.99	634	629	189	193	1
2283_S22_L001.il.fq	dsrc	dsrc_m2_m	35546713	429575634	9.43	9.73	548	546	157	154	1
2297_S36_L001.il.fq	dsrc	dsrc_m2_m	19827510	297605488	8.79	9.22	363	395	115	112	1
2249_S36_L001.il.fq	dsrc	dsrc_m2_m	23109751	375702258	9.22	9.54	473	478	140	142	1
2260_S47_L001.il.fq	dsrc	dsrc_m2_m	30061706	373982572	9.18	9.52	471	482	142	143	1
2223_S10_L001.il.fq	dsrc	dsrc_m2_m	25641149	366792588	10.16	10.11	466	471	140	135	1
2273_S12_L001.il.fq	dsrc	dsrc_m2_m	23998380	380317040	9.14	8.76	480	483	148	141	1
2266_S5_L001.il.fq	dsrc	dsrc_m2_m	35547409	595944536	12.56	11.22	723	711	182	185	1
2289_S28_L001.il.fq	dsrc	dsrc_m2_m	19874434	388820198	9.26	9.5	486	488	146	149	1
2220_S7_L001.il.fq	dsrc	dsrc_m2_m	30739249	407466534	9.07	9.55	522	517	158	161	1
2263_S2_L001.il.fq	dsrc	dsrc_m2_m	24590940	416736936	9.89	10.41	527	522	153	148	1
2224_S11_L001.il.fq	dsrc	dsrc_m2_m	22231086	342963850	9.49	9.4	410	443	131	132	1
2253_S40_L001.il.fq	dsrc	dsrc_m2_m	27433771	392234212	9.11	10.52	504	499	151	148	1
2274_S13_L001.il.fq	dsrc	dsrc_m2_m	27972570	385430632	8.97	9.18	489	492	155	146	1
2257_S44_L001.il.fq	dsrc	dsrc_m2_m	23269373	319269900	9.03	9.3	392	419	122	123	1
2254_S41_L001.il.fq	dsrc	dsrc_m2_m	25329432	375101846	8.92	9.1	472	479	145	142	1
2239_S26_L001.il.fq	dsrc	dsrc_m2_m	35722161	357055160	10.16	10.21	437	470	129	135	1
2232_S19_L001.il.fq	dsrc	dsrc_m2_m	32695873	384683514	9.45	8.66	482	495	144	155	1
2235_S22_L001.il.fq	dsrc	dsrc_m2_m	24222281	431585584	8.68	9.97	534	536	160	151	1
2265_S4_L001.il.fq	dsrc	dsrc_m2_m	28483676	418596336	9.45	9.91	523	527	156	162	1
2216_S3_L001.il.fq	dsrc	dsrc_m2_m	17894970	347444344	8.86	10.24	419	444	134	130	1
2241_S28_L001.il.fq	dsrc	dsrc_m2_m	32758626	347670024	9.13	8.86	425	458	130	136	1
2298_S37_L001.il.fq	dsrc	dsrc_m2_m	21764552	274403560	10.27	8.96	341	372	101	103	1
2262_S1_L001.il.fq	dsrc	dsrc_m2_m	25622553	418410180	9.4	8.75	529	524	159	157	1
2250_S37_L001.il.fq	dsrc	dsrc_m2_m	19022143	338071598	8.7	9.22	406	435	128	123	1
2304_S43_L001.il.fq	dsrc	dsrc_m2_m	16821523	308830288	9.17	8.33	370	403	113	119	1
2295_S34_L001.il.fq	dsrc	dsrc_m2_m	18420510	319978424	9.6	9.24	388	416	117	118	1
2218_S5_L001.il.fq	dsrc	dsrc_m2_m	58613803	458633010	10.04	10.75	591	596	166	167	1
2240_S27_L001.il.fq	dsrc	dsrc_m2_m	31966401	367953250	10.2	10.19	443	477	131	134	1
2252_S39_L001.il.fq	dsrc	dsrc_m2_m	24272187	368794574	9.89	9.16	466	472	136	145	1
2276_S15_L001.il.fq	dsrc	dsrc_m2_m	26330122	366767194	9.46	9.21	448	472	135	135	1
2301_S40_L001.il.fq	dsrc	dsrc_m2_m	22002234	349276596	8.75	9.14	417	449	134	129	1
2293_S32_L001.il.fq	dsrc	dsrc_m2_m	20283002	373086500	8.6	9.78	468	472	140	133	1
2237_S24_L001.il.fq	dsrc	dsrc_m2_m	27922819	440977110	8.51	10.81	549	548	161	167	1
2259_S46_L001.il.fq	dsrc	dsrc_m2_m	23782937	350734246	8.41	8.85	428	452	130	137	1
2229_S16_L001.il.fq	dsrc	dsrc_m2_m	32002442	419881230	8.99	9.28	528	531	157	161	1
2294_S33_L001.il.fq	dsrc	dsrc_m2_m	17949444	270026346	9.78	8.71	334	330	100	101	1
2233_S20_L001.il.fq	dsrc	dsrc_m2_m	30513350	312791608	8.81	9.14	388	419	116	116	1
2224_S11_L001.il.fq	spring	spring_s	18135040	342963850	67.46	20	521	488	99	99	1
2305_S44_L001.il.fq	spring	spring_s	19046400	298045616	89.41	19.51	521	494	99	99	1
2263_S2_L001.il.fq	spring	spring_s	19015680	416736936	95.69	24.17	528	513	99	99	1
2249_S36_L001.il.fq	spring	spring_s	20121600	375702258	79.58	22.05	510	478	99	99	1
2215_S2_L001.il.fq	spring	spring_s	20725760	355812082	94.47	20.99	504	470	99	99	1
2248_S35_L001.il.fq	spring	spring_s	25722880	515301428	102.67	30.38	531	519	99	99	1
2260_S47_L001.il.fq	spring	spring_s	26808320	373982572	102.57	24.07	528	505	99	99	1
2240_S27_L001.il.fq	lbzip2	lbzip2_l1_s	41198637	367953250	51.83	12.14	2	3	101	103	1
2297_S36_L001.il.fq	spring	spring_s	16865280	297605488	83.23	18.22	506	475	100	99	1
2289_S28_L001.il.fq	spring	spring_s	15994880	388820198	57.56	21.27	517	481	99	99	1
2223_S10_L001.il.fq	spring	spring_s	23603200	366792588	101.85	22.77	513	484	99	99	1
2273_S12_L001.il.fq	spring	spring_s	17889280	380317040	80.12	22.31	521	492	99	99	1
2253_S40_L001.il.fq	spring	spring_s	23439360	392234212	90.65	23.99	523	503	99	99	1
2266_S5_L001.il.fq	spring	spring_s	25395200	595944536	122.33	34.67	547	546	99	99	1
2257_S44_L001.il.fq	spring	spring_s	19681280	319269900	56.99	19.44	531	500	99	99	1
2274_S13_L001.il.fq	spring	spring_s	23162880	385430632	127.21	24.57	517	509	99	99	1
2254_S41_L001.il.fq	spring	spring_s	20736000	375101846	89.84	22.63	516	490	99	99	1
2239_S26_L001.il.fq	spring	spring_s	30545920	357055160	107.55	24.68	523	502	99	99	1
2232_S19_L001.il.fq	spring	spring_s	27525120	384683514	102.77	24.42	528	511	100	99	1
2265_S4_L001.il.fq	spring	spring_s	22016000	418596336	85.01	24.88	535	517	99	99	1
2216_S3_L001.il.fq	spring	spring_s	16732160	347444344	74.96	19.57	511	477	100	99	1
2301_S40_L001.il.fq	spring	spring_s	16414720	349276596	67.54	20.24	524	496	99	99	1
2304_S43_L001.il.fq	spring	spring_s	13271040	308830288	47.41	17.5	525	489	99	99	1
2298_S37_L001.il.fq	spring	spring_s	17786880	274403560	81.35	17.98	523	494	99	99	1
2241_S28_L001.il.fq	spring	spring_s	26654720	347670024	110.71	23.93	513	492	99	99	1
2235_S22_L001.il.fq	spring	spring_s	21698560	431585584	124	25.51	548	529	100	99	1
2262_S1_L001.il.fq	spring	spring_s	21073920	418410180	103.24	25.27	530	515	99	99	1
2220_S7_L001.il.fq	spring	spring_s	23705600	407466534	100.62	26.39	540	532	99	99	1
2240_S27_L001.il.fq	spring	spring_s	25968640	367953250	100.02	24.61	523	499	99	99	1
2295_S34_L001.il.fq	spring	spring_s	15165440	319978424	63.46	19.08	515	483	99	99	1
2252_S39_L001.il.fq	spring	spring_s	20899840	368794574	81.19	22.4	515	484	99	99	1
2293_S32_L001.il.fq	spring	spring_s	16517120	373086500	66.41	22.93	517	483	99	99	1
2266_S5_L001.il.fq	spring	spring_m	25804800	595944536	83.85	21.65	1034	962	187	172	1
2237_S24_L001.il.fq	spring	spring_s	23848960	440977110	100.67	27.42	552	528	99	99	1
2250_S37_L001.il.fq	spring	spring_s	16230400	338071598	60.46	19.57	519	480	99	99	1
2283_S22_L001.il.fq	spring	spring_s	33259520	429575634	637.46	31.26	522	524	99	99	1
2276_S15_L001.il.fq	spring	spring_s	23111680	366767194	169.47	24.4	514	483	99	99	1
2294_S33_L001.il.fq	spring	spring_s	15472640	270026346	93.63	19.63	510	476	99	99	1
2248_S35_L001.il.fq	spring	spring_m	26030080	515301428	65.06	20.73	922	908	191	184	1
2259_S46_L001.il.fq	spring	spring_s	20183040	350734246	84.18	24.44	525	498	99	99	1
2229_S16_L001.il.fq	spring	spring_s	27617280	419881230	119.72	31.78	549	540	99	99	1
2305_S44_L001.il.fq	spring	spring_m	19333120	298045616	59.24	16.84	808	592	186	171	1
2233_S20_L001.il.fq	spring	spring_s	25774080	312791608	113.25	25.93	531	520	99	99	1
2215_S2_L001.il.fq	spring	spring_m	20807680	355812082	72.68	16.89	894	722	183	152	1
2218_S5_L001.il.fq	spring	spring_s	48087040	458633010	304.69	46.38	541	562	99	99	1
2223_S10_L001.il.fq	spring	spring_m	23736320	366792588	86.68	17.79	888	734	184	160	1
2249_S36_L001.il.fq	spring	spring_m	20264960	375702258	74.98	18.08	908	740	182	151	1
2260_S47_L001.il.fq	spring	spring_m	26982400	373982572	87.35	20.17	933	766	186	159	1
2289_S28_L001.il.fq	spring	spring_m	16158720	388820198	55.62	17.77	785	745	171	151	1
2273_S12_L001.il.fq	spring	spring_m	18216960	380317040	71.73	16.7	824	755	181	157	1
2263_S2_L001.il.fq	spring	spring_m	19322880	416736936	85.73	19.18	705	728	182	159	1
2240_S27_L001.il.fq	bsc	bsc_b1_s	32347970	367953250	26.64	18.53	13	15	99	99	1
2253_S40_L001.il.fq	spring	spring_m	23633920	392234212	79.13	18.96	888	746	181	150	1
2224_S11_L001.il.fq	spring	spring_m	18360320	342963850	58.73	16.91	885	753	180	153	1
2257_S44_L001.il.fq	spring	spring_m	19845120	319269900	52.9	14.06	945	773	180	172	1
2274_S13_L001.il.fq	spring	spring_m	23388160	385430632	113.03	22.9	913	749	184	150	1
2239_S26_L001.il.fq	spring	spring_m	30842880	357055160	100.67	21.81	819	769	189	161	1
2254_S41_L001.il.fq	spring	spring_m	21002240	375101846	80.05	20.68	916	750	186	155	1
2265_S4_L001.il.fq	spring	spring_m	22333440	418596336	75.68	20.02	843	740	185	156	1
2216_S3_L001.il.fq	spring	spring_m	16803840	347444344	66.14	19.23	862	739	184	148	1
2232_S19_L001.il.fq	spring	spring_m	27791360	384683514	98.02	18.53	877	768	182	157	1
2235_S22_L001.il.fq	spring	spring_m	21831680	431585584	109.71	22.83	923	746	185	152	1
2304_S43_L001.il.fq	spring	spring_m	13455360	308830288	46.25	13.41	928	756	186	171	1
2298_S37_L001.il.fq	spring	spring_m	18022400	274403560	74.78	12.01	778	755	189	187	1
2262_S1_L001.il.fq	spring	spring_m	21309440	418410180	88.47	22.39	826	734	184	148	1
2220_S7_L001.il.fq	spring	spring_m	24074240	407466534	93.81	22.12	799	760	184	153	1
2241_S28_L001.il.fq	spring	spring_m	27095040	347670024	106.48	19.8	774	751	186	168	1
2295_S34_L001.il.fq	spring	spring_m	15329280	319978424	54.59	15.42	731	748	178	168	1
2240_S27_L001.il.fq	spring	spring_m	26337280	367953250	85.7	21.16	902	765	186	158	1
2301_S40_L001.il.fq	spring	spring_m	16711680	349276596	67.59	21.52	927	762	183	145	1
2252_S39_L001.il.fq	spring	spring_m	21053440	368794574	83.5	20.61	815	746	179	150	1
2283_S22_L001.il.fq	bsc	bsc_b1024_s	33592368	429575634	59.44	47.39	1577	1461	99	99	1
2293_S32_L001.il.fq	spring	spring_m	16680960	373086500	64.16	18.81	903	749	184	152	1
2237_S24_L001.il.fq	spring	spring_m	24043520	440977110	90.97	20.92	902	755	187	160	1
2276_S15_L001.il.fq	spring	spring_m	23306240	366767194	142.37	17.72	844	734	191	158	1
2289_S28_L001.il.fq	bsc	bsc_b1024_s	17428328	388820198	31.83	26.02	1170	1001	99	99	1
2250_S37_L001.il.fq	spring	spring_m	16363520	338071598	54.3	13.75	875	741	184	159	1
2263_S2_L001.il.fq	bsc	bsc_b1024_s	19657564	416736936	42.73	32.97	1382	1232	99	99	1
2283_S22_L001.il.fq	spring	spring_m	33341440	429575634	557.99	26.77	762	743	195	155	1
2218_S5_L001.il.fq	spring	spring_m	47503360	458633010	268.21	31.32	858	783	190	164	1
2305_S44_L001.il.fq	bsc	bsc_b1024_s	19623930	298045616	35.07	30.5	1110	1034	99	99	1
2294_S33_L001.il.fq	spring	spring_m	15605760	270026346	61.67	11.64	807	736	190	189	1
2259_S46_L001.il.fq	spring	spring_m	20346880	350734246	69.8	19.59	863	625	183	149	1
2265_S4_L001.il.fq	bsc	bsc_b1024_s	22562596	418596336	42.07	37.3	1495	1371	99	99	1
2215_S2_L001.il.fq	bsc	bsc_b1024_s	21256368	355812082	36.74	30.25	1199	1075	99	99	1
2233_S20_L001.il.fq	spring	spring_m	26091520	312791608	83.01	14.98	869	779	188	171	1
2229_S16_L001.il.fq	spring	spring_m	27842560	419881230	89.1	19.52	763	754	185	154	1
2248_S35_L001.il.fq	bsc	bsc_b1024_s	26598644	515301428	45.81	45.1	1741	1564	99	99	1
2249_S36_L001.il.fq	bsc	bsc_b1024_s	20796996	375702258	34.93	31.43	1282	1156	99	99	1
2260_S47_L001.il.fq	bsc	bsc_b1024_s	27205562	373982572	41.73	35.87	1390	1293	99	99	1
2297_S36_L001.il.fq	bsc	bsc_b1024_s	17576554	297605488	25.2	23.34	1006	905	99	99	1
2223_S10_L001.il.fq	bsc	bsc_b1024_s	24057028	366792588	34.65	30.72	1286	1171	99	99	1
2273_S12_L001.il.fq	bsc	bsc_b1024_s	18400198	380317040	31.99	29.99	1320	1198	99	99	1
2253_S40_L001.il.fq	bsc	bsc_b1024_s	23818574	392234212	36.42	36.92	1414	1302	99	99	1
2224_S11_L001.il.fq	bsc	bsc_b1024_s	18956026	342963850	28.99	29.29	1172	1058	99	99	1
2266_S5_L001.il.fq	bsc	bsc_b1024_s	26303078	595944536	48.74	48.8	1963	1745	99	99	1
2257_S44_L001.il.fq	bsc	bsc_b1024_s	20379684	319269900	31.09	27.48	1182	1099	99	99	1
2274_S13_L001.il.fq	bsc	bsc_b1024_s	24031418	385430632	35.59	33.56	1354	1235	99	99	1
2239_S26_L001.il.fq	bsc	bsc_b1024_s	31546160	357055160	42.81	37.4	1389	1312	99	99	1
2216_S3_L001.il.fq	bsc	bsc_b1024_s	17382336	347444344	25.94	25.62	1119	985	99	99	1
2254_S41_L001.il.fq	bsc	bsc_b1024_s	20984926	375101846	33.51	34.05	1348	1240	99	99	1
2294_S33_L001.il.fq	bsc	bsc_b1024_s	16142876	270026346	23.24	22.39	919	828	99	99	1
2235_S22_L001.il.fq	bsc	bsc_b1024_s	22806134	431585584	33.11	33.39	1359	1186	99	99	1
2218_S5_L001.il.fq	bsc	bsc_b1024_s	52142418	458633010	67.72	58.57	1970	1917	99	99	1
2232_S19_L001.il.fq	bsc	bsc_b1024_s	28395088	384683514	38.3	36.59	1425	1324	99	99	1
2298_S37_L001.il.fq	bsc	bsc_b1024_s	19041522	274403560	26.08	23.52	972	889	99	99	1
2241_S28_L001.il.fq	bsc	bsc_b1024_s	28454412	347670024	37.57	35.51	1326	1244	99	99	1
2262_S1_L001.il.fq	bsc	bsc_b1024_s	21703078	418410180	34.65	34.25	1417	1273	99	99	1
2304_S43_L001.il.fq	bsc	bsc_b1024_s	13956590	308830288	22.92	23.6	1023	912	99	99	1
2220_S7_L001.il.fq	bsc	bsc_b1024_s	24056772	407466534	39.4	37.22	1517	1412	99	99	1
2295_S34_L001.il.fq	bsc	bsc_b1024_s	16186718	319978424	24.2	23.7	1015	888	99	99	1
2223_S10_L001.il.fq	bsc	bsc_b1024_m	24057028	366792588	27.45	9.37	1286	1169	193	432	1
2240_S27_L001.il.fq	bsc	bsc_b1024_s	27693434	367953250	38.67	36.85	1347	1246	99	99	1
2252_S39_L001.il.fq	bsc	bsc_b1024_s	21396862	368794574	34.18	33.68	1301	1188	99	99	1
2301_S40_L001.il.fq	bsc	bsc_b1024_s	16981758	349276596	28.24	29.84	1170	1048	99	99	1
2276_S15_L001.il.fq	bsc	bsc_b1024_s	24139012	366767194	37.57	32.91	1269	1150	99	99	1
2293_S32_L001.il.fq	bsc	bsc_b1024_s	17559468	373086500	31.03	30.98	1166	1014	99	99	1
2237_S24_L001.il.fq	bsc	bsc_b1024_s	24983718	440977110	40.03	37.17	1450	1289	99	99	1
2250_S37_L001.il.fq	bsc	bsc_b1024_s	17032490	338071598	27.82	26.3	1130	1011	99	99	1
2229_S16_L001.il.fq	bsc	bsc_b1024_s	28573622	419881230	41.97	39.54	1473	1342	99	99	1
2297_S36_L001.il.fq	pzstd	pzstd_l19_m	23881046	297605488	65.84	0.28	249	73	196	253	1
