file	program	config	c_size	u_size	c_time	d_time	c_mem	d_mem	c_cpu	d_cpu	is_lossless
2235_S22_L001.il.fq	fqzcomp	fqzcomp_s1_m	22138295	431585584	6.05	7.93	310	309	171	172	0
2298_S37_L001.il.fq	fqzcomp	fqzcomp_s1_m	21010787	274403560	3.82	5.18	311	309	174	176	0
2304_S43_L001.il.fq	fqzcomp	fqzcomp_s1_m	15845600	308830288	3.84	5.63	310	309	176	178	0
2262_S1_L001.il.fq	fqzcomp	fqzcomp_s1_m	24350221	418410180	5.27	7.54	310	309	179	178	0
2220_S7_L001.il.fq	fqzcomp	fqzcomp_s1_m	30827284	407466534	5.36	7.8	310	309	179	177	0
2295_S34_L001.il.fq	fqzcomp	fqzcomp_s1_m	17177756	319978424	4.42	5.87	310	309	171	175	0
2240_S27_L001.il.fq	fqzcomp	fqzcomp_s1_m	31081362	367953250	5.41	7.06	311	310	170	176	0
2276_S15_L001.il.fq	fqzcomp	fqzcomp_s1_m	25042221	366767194	5.29	6.75	311	309	172	176	0
2218_S5_L001.il.fq	fqzcomp	fqzcomp_s1_m	57307627	458633010	6.83	9.15	311	310	176	176	0
2293_S32_L001.il.fq	fqzcomp	fqzcomp_s1_m	18624825	373086500	4.87	6.59	310	309	175	178	0
2237_S24_L001.il.fq	fqzcomp	fqzcomp_s1_m	26224172	440977110	6.06	8.3	311	309	172	173	0
2294_S33_L001.il.fq	fqzcomp	fqzcomp_s1_m	16953621	270026346	3.59	5.13	311	309	177	176	0
2250_S37_L001.il.fq	fqzcomp	fqzcomp_s1_m	17565759	338071598	4.7	6.31	310	309	171	173	0
2229_S16_L001.il.fq	fqzcomp	fqzcomp_s1_m	30768380	419881230	6.12	8.28	311	310	168	172	0
2301_S40_L001.il.fq	fqzcomp	fqzcomp_s1_m	21644600	349276596	4.51	6.41	310	309	179	178	0
2259_S46_L001.il.fq	fqzcomp	fqzcomp_s1_m	22540679	350734246	5.01	6.07	310	309	174	179	0
2305_S44_L001.il.fq	fqzcomp	fqzcomp_s1_s	24076910	298045616	6.39	8.26	310	309	99	99	0
2233_S20_L001.il.fq	fqzcomp	fqzcomp_s1_m	30731950	312791608	4.64	6.27	311	309	170	169	0
2215_S2_L001.il.fq	fqzcomp	fqzcomp_s1_s	19925450	355812082	6.79	9.09	310	309	100	99	0
2249_S36_L001.il.fq	fqzcomp	fqzcomp_s1_s	21407443	375702258	6.93	9.33	310	309	99	99	0
2297_S36_L001.il.fq	fqzcomp	fqzcomp_s1_s	18915895	297605488	5.37	7.37	311	309	99	100	0
2260_S47_L001.il.fq	fqzcomp	fqzcomp_s1_s	28866928	373982572	7.31	10.09	310	309	99	99	0
2283_S22_L001.il.fq	fqzcomp	fqzcomp_s1_s	33692539	429575634	8.22	11.09	311	310	99	99	0
2248_S35_L001.il.fq	fqzcomp	fqzcomp_s1_s	29756712	515301428	9.02	12.84	310	309	99	100	0
2273_S12_L001.il.fq	fqzcomp	fqzcomp_s1_s	23727436	380317040	6.37	9.63	310	309	99	99	0
2224_S11_L001.il.fq	fqzcomp	fqzcomp_s1_s	21468885	342963850	5.97	8.56	310	309	99	99	0
2289_S28_L001.il.fq	fqzcomp	fqzcomp_s1_s	18402684	388820198	6.42	9.35	310	309	99	99	0
2266_S5_L001.il.fq	fqzcomp	fqzcomp_s1_s	34349669	595944536	9.88	14.35	310	309	99	99	0
2223_S10_L001.il.fq	fqzcomp	fqzcomp_s1_s	24025541	366792588	6.64	9.45	310	309	99	100	0
2263_S2_L001.il.fq	fqzcomp	fqzcomp_s1_s	23817326	416736936	6.99	10.05	310	309	99	100	0
2253_S40_L001.il.fq	fqzcomp	fqzcomp_s1_s	26060460	392234212	6.94	10.2	310	309	100	100	0
2220_S7_L001.il.fq	fqzcomp	fqzcomp_s1_s	30827284	407466534	7.17	10.73	310	309	99	99	0
2274_S13_L001.il.fq	fqzcomp	fqzcomp_s1_s	27047794	385430632	6.58	10.01	310	309	100	99	0
2257_S44_L001.il.fq	fqzcomp	fqzcomp_s1_s	22202980	319269900	5.9	8.38	310	309	99	99	0
2254_S41_L001.il.fq	fqzcomp	fqzcomp_s1_s	24680371	375101846	6.6	9.56	310	309	99	99	0
2239_S26_L001.il.fq	fqzcomp	fqzcomp_s1_s	34998517	357055160	6.98	9.97	311	310	99	99	0
2265_S4_L001.il.fq	fqzcomp	fqzcomp_s1_s	27898949	418596336	7.25	10.62	310	309	100	99	0
2216_S3_L001.il.fq	fqzcomp	fqzcomp_s1_s	15967069	347444344	5.8	8.53	310	309	100	99	0
2237_S24_L001.il.fq	fqzcomp	fqzcomp_s1_s	26224172	440977110	7.61	11	310	309	100	100	0
2232_S19_L001.il.fq	fqzcomp	fqzcomp_s1_s	32116044	384683514	7.4	10.49	311	309	99	99	0
2235_S22_L001.il.fq	fqzcomp	fqzcomp_s1_s	22138295	431585584	7.25	10.72	310	309	99	99	0
2241_S28_L001.il.fq	fqzcomp	fqzcomp_s1_s	32186419	347670024	6.59	9.31	311	309	99	99	0
2304_S43_L001.il.fq	fqzcomp	fqzcomp_s1_s	15845600	308830288	5.26	7.66	310	309	99	99	0
2233_S20_L001.il.fq	fqzcomp	fqzcomp_s1_s	30731950	312791608	6.22	8.9	311	309	100	100	0
2298_S37_L001.il.fq	fqzcomp	fqzcomp_s1_s	21010787	274403560	4.84	7.06	311	309	99	100	0
2262_S1_L001.il.fq	fqzcomp	fqzcomp_s1_s	24350221	418410180	7.16	10.42	310	309	99	99	0
2240_S27_L001.il.fq	fqzcomp	fqzcomp_s1_s	31081362	367953250	6.69	9.8	311	310	99	99	0
2295_S34_L001.il.fq	fqzcomp	fqzcomp_s1_s	17177756	319978424	5.36	7.87	310	309	99	99	0
2218_S5_L001.il.fq	fqzcomp	fqzcomp_s1_s	57307627	458633010	8.8	13.13	311	310	99	99	0
2252_S39_L001.il.fq	fqzcomp	fqzcomp_s1_s	22826278	368794574	6.69	9.5	310	309	100	99	0
2301_S40_L001.il.fq	fqzcomp	fqzcomp_s1_s	21644600	349276596	6.02	8.7	310	309	99	100	0
2276_S15_L001.il.fq	fqzcomp	fqzcomp_s1_s	25042221	366767194	6.44	9.29	311	309	99	99	0
2293_S32_L001.il.fq	fqzcomp	fqzcomp_s1_s	18624825	373086500	6.3	8.95	310	309	99	99	0
2294_S33_L001.il.fq	fqzcomp	fqzcomp_s1_s	16953621	270026346	4.67	7.19	310	309	99	99	0
2250_S37_L001.il.fq	fqzcomp	fqzcomp_s1_s	17565759	338071598	5.84	8.52	310	309	99	99	0
2229_S16_L001.il.fq	fqzcomp	fqzcomp_s1_s	30768380	419881230	7.6	11.48	311	309	99	99	0
2305_S44_L001.il.fq	fqzcomp	fqzcomp_s3_m	19882922	298045616	3.9	5.67	314	313	178	178	0
2259_S46_L001.il.fq	fqzcomp	fqzcomp_s1_s	22540679	350734246	6.21	10.15	310	309	99	99	0
2215_S2_L001.il.fq	fqzcomp	fqzcomp_s3_m	19134029	355812082	4.87	6.88	314	313	173	170	0
2283_S22_L001.il.fq	fqzcomp	fqzcomp_s3_m	31714368	429575634	6.09	8.44	315	313	177	175	0
2223_S10_L001.il.fq	fqzcomp	fqzcomp_s3_m	22218498	366792588	5.47	7.58	314	313	167	171	0
2248_S35_L001.il.fq	fqzcomp	fqzcomp_s3_m	25312197	515301428	6.81	9.62	314	313	178	176	0
2260_S47_L001.il.fq	fqzcomp	fqzcomp_s3_m	25697092	373982572	5.72	8.05	314	313	170	170	0
2265_S4_L001.il.fq	fqzcomp	fqzcomp_s3_m	22415468	418596336	5.46	7.89	314	313	184	178	0
2249_S36_L001.il.fq	fqzcomp	fqzcomp_s3_m	19159143	375702258	5.44	6.86	314	313	172	175	0
2235_S22_L001.il.fq	fqzcomp	fqzcomp_s3_m	20582168	431585584	6.25	7.86	314	313	171	173	0
2273_S12_L001.il.fq	fqzcomp	fqzcomp_s3_m	18617304	380317040	4.99	6.82	314	313	183	181	0
2297_S36_L001.il.fq	fqzcomp	fqzcomp_s3_m	16493625	297605488	3.99	5.52	314	313	179	179	0
2263_S2_L001.il.fq	fqzcomp	fqzcomp_s3_m	19150528	416736936	5.52	7.76	314	313	182	177	0
2220_S7_L001.il.fq	fqzcomp	fqzcomp_s3_m	24375849	407466534	5.72	8.04	314	313	178	179	0
2253_S40_L001.il.fq	fqzcomp	fqzcomp_s3_m	22584132	392234212	5.55	7.87	314	313	174	173	0
2289_S28_L001.il.fq	fqzcomp	fqzcomp_s3_m	15975050	388820198	4.98	7.19	314	313	182	180	0
2224_S11_L001.il.fq	fqzcomp	fqzcomp_s3_m	17974685	342963850	5.01	6.55	314	313	175	176	0
2266_S5_L001.il.fq	fqzcomp	fqzcomp_s3_m	26382061	595944536	7.86	10.88	313	313	181	179	0
2257_S44_L001.il.fq	fqzcomp	fqzcomp_s3_m	19341503	319269900	4.98	6.31	314	313	169	173	0
2274_S13_L001.il.fq	fqzcomp	fqzcomp_s3_m	23100562	385430632	5.78	7.24	314	313	176	177	0
2239_S26_L001.il.fq	fqzcomp	fqzcomp_s3_m	30880079	357055160	5.66	7.67	315	313	171	173	0
2254_S41_L001.il.fq	fqzcomp	fqzcomp_s3_m	20361323	375101846	5.22	7.24	314	313	176	177	0
2216_S3_L001.il.fq	fqzcomp	fqzcomp_s3_m	15332263	347444344	4.76	6.69	314	313	172	172	0
2232_S19_L001.il.fq	fqzcomp	fqzcomp_s3_m	27566524	384683514	5.71	8.21	314	313	175	173	0
2298_S37_L001.il.fq	fqzcomp	fqzcomp_s3_m	18393880	274403560	4.15	5.49	314	313	180	177	0
2241_S28_L001.il.fq	fqzcomp	fqzcomp_s3_m	28222043	347670024	5.22	6.92	314	313	179	177	0
2304_S43_L001.il.fq	fqzcomp	fqzcomp_s3_m	13236529	308830288	4.62	5.71	314	313	171	176	0
2262_S1_L001.il.fq	fqzcomp	fqzcomp_s3_m	20573587	418410180	5.81	7.58	314	313	179	180	0
2295_S34_L001.il.fq	fqzcomp	fqzcomp_s3_m	15013644	319978424	4.23	6.17	314	313	178	175	0
2240_S27_L001.il.fq	fqzcomp	fqzcomp_s3_m	27188608	367953250	5.15	7.61	315	313	179	177	0
2252_S39_L001.il.fq	fqzcomp	fqzcomp_s3_m	19967426	368794574	5.25	7.45	314	313	172	174	0
2301_S40_L001.il.fq	fqzcomp	fqzcomp_s3_m	17057796	349276596	4.86	6.74	314	313	179	179	0
2218_S5_L001.il.fq	fqzcomp	fqzcomp_s3_m	53682549	458633010	6.72	9.66	315	313	186	181	0
2276_S15_L001.il.fq	fqzcomp	fqzcomp_s3_m	22780189	366767194	5.38	7.27	315	313	176	178	0
2293_S32_L001.il.fq	fqzcomp	fqzcomp_s3_m	16202540	373086500	5.31	6.86	313	313	175	179	0
2237_S24_L001.il.fq	fqzcomp	fqzcomp_s3_m	23178214	440977110	6.59	8.46	314	313	170	172	0
2250_S37_L001.il.fq	fqzcomp	fqzcomp_s3_m	15591505	338071598	4.37	6.15	314	313	176	175	0
2229_S16_L001.il.fq	fqzcomp	fqzcomp_s3_m	27109882	419881230	5.65	8.23	314	313	178	174	0
2233_S20_L001.il.fq	fqzcomp	fqzcomp_s3_m	26070201	312791608	4.8	6.5	314	313	173	174	0
2259_S46_L001.il.fq	fqzcomp	fqzcomp_s3_m	19487359	350734246	4.8	6.65	314	313	177	177	0
2305_S44_L001.il.fq	fqzcomp	fqzcomp_s3_s	19882922	298045616	6.25	8.6	314	313	99	99	0
2294_S33_L001.il.fq	fqzcomp	fqzcomp_s3_m	15101550	270026346	3.32	5.03	314	313	185	174	0
2215_S2_L001.il.fq	fqzcomp	fqzcomp_s3_s	19134029	355812082	7.06	9.98	314	313	99	99	0
2283_S22_L001.il.fq	fqzcomp	fqzcomp_s3_s	31714368	429575634	9.05	11.47	315	313	99	99	0
2248_S35_L001.il.fq	fqzcomp	fqzcomp_s3_s	25312197	515301428	10.57	13.23	314	313	99	99	0
2260_S47_L001.il.fq	fqzcomp	fqzcomp_s3_s	25697092	373982572	7.36	10.33	314	313	99	99	0
2249_S36_L001.il.fq	fqzcomp	fqzcomp_s3_s	19159143	375702258	6.81	9.48	314	313	99	99	0
2297_S36_L001.il.fq	fqzcomp	fqzcomp_s3_s	16493625	297605488	5.42	7.61	314	313	99	99	0
2223_S10_L001.il.fq	fqzcomp	fqzcomp_s3_s	22218498	366792588	6.93	9.76	314	313	99	99	0
2273_S12_L001.il.fq	fqzcomp	fqzcomp_s3_s	18617304	380317040	6.59	9.59	314	313	100	99	0
2253_S40_L001.il.fq	fqzcomp	fqzcomp_s3_s	22584132	392234212	7.07	10.08	314	313	99	99	0
2263_S2_L001.il.fq	fqzcomp	fqzcomp_s3_s	19150528	416736936	7.08	10.36	314	313	99	99	0
2304_S43_L001.il.fq	fqzcomp	fqzcomp_s3_s	13236529	308830288	5.32	7.52	313	313	100	99	0
2266_S5_L001.il.fq	fqzcomp	fqzcomp_s3_s	26382061	595944536	10.14	14.53	313	313	99	99	0
2224_S11_L001.il.fq	fqzcomp	fqzcomp_s3_s	17974685	342963850	6.01	8.7	314	313	99	99	0
2289_S28_L001.il.fq	fqzcomp	fqzcomp_s3_s	15975050	388820198	6.43	9.33	314	313	99	99	0
2274_S13_L001.il.fq	fqzcomp	fqzcomp_s3_s	23100562	385430632	6.92	10.11	314	313	100	99	0
2257_S44_L001.il.fq	fqzcomp	fqzcomp_s3_s	19341503	319269900	5.76	8.78	314	313	99	99	0
2301_S40_L001.il.fq	fqzcomp	fqzcomp_s3_s	17057796	349276596	6.14	8.64	314	313	99	100	0
2254_S41_L001.il.fq	fqzcomp	fqzcomp_s3_s	20361323	375101846	6.74	9.55	314	313	99	99	0
2239_S26_L001.il.fq	fqzcomp	fqzcomp_s3_s	30880079	357055160	7.16	10.16	314	313	99	99	0
2216_S3_L001.il.fq	fqzcomp	fqzcomp_s3_s	15332263	347444344	5.96	8.62	314	313	99	99	0
2265_S4_L001.il.fq	fqzcomp	fqzcomp_s3_s	22415468	418596336	7.55	10.7	314	313	99	99	0
2232_S19_L001.il.fq	fqzcomp	fqzcomp_s3_s	27566524	384683514	7.28	10.61	314	313	100	99	0
2235_S22_L001.il.fq	fqzcomp	fqzcomp_s3_s	20582168	431585584	7.36	10.81	314	313	99	99	0
2241_S28_L001.il.fq	fqzcomp	fqzcomp_s3_s	28222043	347670024	6.62	9.68	315	313	99	99	0
2298_S37_L001.il.fq	fqzcomp	fqzcomp_s3_s	18393880	274403560	5.27	7.21	314	313	99	99	0
2259_S46_L001.il.fq	fqzcomp	fqzcomp_s3_s	19487359	350734246	6.34	9.16	314	313	99	99	0
2262_S1_L001.il.fq	fqzcomp	fqzcomp_s3_s	20573587	418410180	7.31	10.42	314	313	99	100	0
2295_S34_L001.il.fq	fqzcomp	fqzcomp_s3_s	15013644	319978424	5.58	7.96	314	313	99	99	0
2220_S7_L001.il.fq	fqzcomp	fqzcomp_s3_s	24375849	407466534	7.47	10.68	314	313	99	99	0
2252_S39_L001.il.fq	fqzcomp	fqzcomp_s3_s	19967426	368794574	6.52	9.52	314	313	99	100	0
2240_S27_L001.il.fq	fqzcomp	fqzcomp_s3_s	27188608	367953250	6.92	9.96	314	313	99	99	0
2218_S5_L001.il.fq	fqzcomp	fqzcomp_s3_s	53682549	458633010	9.64	13.47	315	313	99	99	0
2276_S15_L001.il.fq	fqzcomp	fqzcomp_s3_s	22780189	366767194	6.77	9.46	314	313	99	99	0
2293_S32_L001.il.fq	fqzcomp	fqzcomp_s3_s	16202540	373086500	6.42	9.6	313	312	99	99	0
2250_S37_L001.il.fq	fqzcomp	fqzcomp_s3_s	15591505	338071598	5.83	8.7	313	313	99	99	0
2237_S24_L001.il.fq	fqzcomp	fqzcomp_s3_s	23178214	440977110	7.86	11.51	314	313	99	99	0
2294_S33_L001.il.fq	fqzcomp	fqzcomp_s3_s	15101550	270026346	4.92	7.47	314	313	99	99	0
2229_S16_L001.il.fq	fqzcomp	fqzcomp_s3_s	27109882	419881230	7.84	11.93	314	313	99	99	0
2233_S20_L001.il.fq	fqzcomp	fqzcomp_s3_s	26070201	312791608	6.35	10.27	314	313	99	99	0
2224_S11_L001.il.fq	fqzcomp	fqzcomp_s8_m	17970677	342963850	6.63	9.28	4406	4405	163	159	0
2305_S44_L001.il.fq	fqzcomp	fqzcomp_s8_m	19706627	298045616	6.37	9.71	4406	4405	165	154	0
2215_S2_L001.il.fq	fqzcomp	fqzcomp_s8_m	19661014	355812082	7.6	9.95	4406	4405	160	159	0
2260_S47_L001.il.fq	fqzcomp	fqzcomp_s8_m	25859724	373982572	8.38	11.14	4406	4405	164	162	0
2249_S36_L001.il.fq	fqzcomp	fqzcomp_s8_m	19374820	375702258	8.33	11.11	4406	4405	158	155	0
2283_S22_L001.il.fq	fqzcomp	fqzcomp_s8_m	32466913	429575634	10.13	13.46	4407	4405	163	160	0
2248_S35_L001.il.fq	fqzcomp	fqzcomp_s8_m	25135286	515301428	10.27	13.8	4406	4405	166	161	0
2223_S10_L001.il.fq	fqzcomp	fqzcomp_s8_m	22612484	366792588	8.66	10.17	4406	4405	157	163	0
2297_S36_L001.il.fq	fqzcomp	fqzcomp_s8_m	16683964	297605488	7.54	8.44	4406	4405	158	156	0
2235_S22_L001.il.fq	fqzcomp	fqzcomp_s8_m	20937414	431585584	9.08	11.06	4406	4405	157	162	0
2273_S12_L001.il.fq	fqzcomp	fqzcomp_s8_m	18146015	380317040	8.06	11.68	4406	4405	160	157	0
2266_S5_L001.il.fq	fqzcomp	fqzcomp_s8_m	25433418	595944536	10.73	15.43	4406	4405	167	163	0
2289_S28_L001.il.fq	fqzcomp	fqzcomp_s8_m	16024131	388820198	7.61	10.5	4406	4405	159	158	0
2253_S40_L001.il.fq	fqzcomp	fqzcomp_s8_m	22627353	392234212	8.62	11.49	4406	4405	162	161	0
2263_S2_L001.il.fq	fqzcomp	fqzcomp_s8_m	18932188	416736936	9.18	12.16	4406	4405	159	157	0
2274_S13_L001.il.fq	fqzcomp	fqzcomp_s8_m	23219704	385430632	8.81	11.83	4406	4405	161	159	0
2257_S44_L001.il.fq	fqzcomp	fqzcomp_s8_m	19363404	319269900	8.39	8.59	4406	4405	152	159	0
2239_S26_L001.il.fq	fqzcomp	fqzcomp_s8_m	30584822	357055160	9.98	10.25	4407	4405	161	159	0
2216_S3_L001.il.fq	fqzcomp	fqzcomp_s8_m	15788200	347444344	7.11	10.18	4406	4405	157	155	0
2254_S41_L001.il.fq	fqzcomp	fqzcomp_s8_m	20207517	375101846	7.9	11.57	4406	4405	161	156	0
2276_S15_L001.il.fq	fqzcomp	fqzcomp_s8_m	23128135	366767194	8.38	11.6	4407	4405	160	156	0
2241_S28_L001.il.fq	fqzcomp	fqzcomp_s8_m	27703515	347670024	9.55	11.61	4407	4405	154	156	0
2298_S37_L001.il.fq	fqzcomp	fqzcomp_s8_m	18299939	274403560	8.25	9.35	4406	4405	150	156	0
2232_S19_L001.il.fq	fqzcomp	fqzcomp_s8_m	27326570	384683514	9.3	11.62	4406	4405	164	161	0
2262_S1_L001.il.fq	fqzcomp	fqzcomp_s8_m	20629795	418410180	9.83	11.85	4406	4405	162	163	0
2265_S4_L001.il.fq	fqzcomp	fqzcomp_s8_m	21973063	418596336	9.96	12.21	4406	4405	163	160	0
2304_S43_L001.il.fq	fqzcomp	fqzcomp_s8_m	13275747	308830288	7.01	9.29	4406	4405	157	154	0
2220_S7_L001.il.fq	fqzcomp	fqzcomp_s8_m	23689951	407466534	8.58	12.23	4406	4405	165	159	0
2295_S34_L001.il.fq	fqzcomp	fqzcomp_s8_m	15154134	319978424	7.58	9.65	4406	4405	159	156	0
2252_S39_L001.il.fq	fqzcomp	fqzcomp_s8_m	20119231	368794574	8.39	10.67	4406	4405	160	159	0
2240_S27_L001.il.fq	fqzcomp	fqzcomp_s8_m	26763032	367953250	10	12.46	4406	4405	154	153	0
2301_S40_L001.il.fq	fqzcomp	fqzcomp_s8_m	16730345	349276596	8.25	10.05	4406	4405	157	161	0
2237_S24_L001.il.fq	fqzcomp	fqzcomp_s8_m	23321019	440977110	9.27	11.48	4406	4405	166	163	0
2218_S5_L001.il.fq	fqzcomp	fqzcomp_s8_m	52202384	458633010	15.64	18.54	4407	4405	146	148	0
2293_S32_L001.il.fq	fqzcomp	fqzcomp_s8_m	16326959	373086500	7.87	9.9	4406	4405	161	158	0
2294_S33_L001.il.fq	fqzcomp	fqzcomp_s8_m	15336860	270026346	6.66	8.58	4406	4405	153	152	0
2250_S37_L001.il.fq	fqzcomp	fqzcomp_s8_m	15783736	338071598	7.72	9.32	4406	4405	155	158	0
2229_S16_L001.il.fq	fqzcomp	fqzcomp_s8_m	27100112	419881230	9.26	11.85	4406	4405	160	162	0
2259_S46_L001.il.fq	fqzcomp	fqzcomp_s8_m	19536271	350734246	7.77	9.17	4406	4405	161	164	0
2233_S20_L001.il.fq	fqzcomp	fqzcomp_s8_m	25705815	312791608	8.25	9.07	4406	4405	160	163	0
2253_S40_L001.il.fq	fqzcomp	fqzcomp_s8_s	22627353	392234212	11.86	14.02	4406	4405	99	99	0
2305_S44_L001.il.fq	fqzcomp	fqzcomp_s8_s	19706627	298045616	9.72	11.94	4406	4405	99	99	0
2215_S2_L001.il.fq	fqzcomp	fqzcomp_s8_s	19661014	355812082	8.81	11.71	4406	4405	99	99	0
2248_S35_L001.il.fq	fqzcomp	fqzcomp_s8_s	25135286	515301428	12.83	16.05	4406	4405	99	99	0
2265_S4_L001.il.fq	fqzcomp	fqzcomp_s8_s	21973063	418596336	10.31	14.04	4406	4405	99	99	0
2260_S47_L001.il.fq	fqzcomp	fqzcomp_s8_s	25859724	373982572	9.93	13.18	4406	4405	99	99	0
2249_S36_L001.il.fq	fqzcomp	fqzcomp_s8_s	19374820	375702258	9.25	12.07	4406	4405	99	99	0
2283_S22_L001.il.fq	fqzcomp	fqzcomp_s8_s	32466913	429575634	12.14	15.59	4407	4405	99	99	0
2216_S3_L001.il.fq	fqzcomp	fqzcomp_s8_s	15788200	347444344	8.1	10.97	4406	4405	99	99	0
2223_S10_L001.il.fq	fqzcomp	fqzcomp_s8_s	22612484	366792588	9.54	12.96	4406	4405	99	99	0
2297_S36_L001.il.fq	fqzcomp	fqzcomp_s8_s	16683964	297605488	8.31	10.7	4406	4405	99	99	0
2289_S28_L001.il.fq	fqzcomp	fqzcomp_s8_s	16024131	388820198	9.11	12.12	4406	4405	99	99	0
2273_S12_L001.il.fq	fqzcomp	fqzcomp_s8_s	18146015	380317040	9.88	13.1	4406	4405	99	99	0
2224_S11_L001.il.fq	fqzcomp	fqzcomp_s8_s	17970677	342963850	8.9	11.73	4406	4405	99	99	0
2263_S2_L001.il.fq	fqzcomp	fqzcomp_s8_s	18932188	416736936	10.1	13.6	4406	4405	99	99	0
2274_S13_L001.il.fq	fqzcomp	fqzcomp_s8_s	23219704	385430632	10.37	13.52	4406	4405	99	99	0
2257_S44_L001.il.fq	fqzcomp	fqzcomp_s8_s	19363404	319269900	8.56	11.32	4406	4405	99	99	0
2266_S5_L001.il.fq	fqzcomp	fqzcomp_s8_s	25433418	595944536	13.95	18.43	4405	4405	99	99	0
2254_S41_L001.il.fq	fqzcomp	fqzcomp_s8_s	20207517	375101846	9.38	13.63	4406	4405	99	99	0
2232_S19_L001.il.fq	fqzcomp	fqzcomp_s8_s	27326570	384683514	10.99	14.09	4406	4405	99	99	0
2239_S26_L001.il.fq	fqzcomp	fqzcomp_s8_s	30584822	357055160	11.42	14.02	4407	4405	99	99	0
2298_S37_L001.il.fq	fqzcomp	fqzcomp_s8_s	18299939	274403560	8.42	10.57	4406	4405	100	99	0
2235_S22_L001.il.fq	fqzcomp	fqzcomp_s8_s	20937414	431585584	10.01	13.55	4406	4405	99	99	0
2241_S28_L001.il.fq	fqzcomp	fqzcomp_s8_s	27703515	347670024	10.85	13.8	4406	4405	99	99	0
2262_S1_L001.il.fq	fqzcomp	fqzcomp_s8_s	20629795	418410180	10.56	13.57	4406	4405	99	99	0
2220_S7_L001.il.fq	fqzcomp	fqzcomp_s8_s	23689951	407466534	11.16	14.69	4406	4405	99	99	0
2293_S32_L001.il.fq	fqzcomp	fqzcomp_s8_s	16326959	373086500	8.83	12.24	4405	4405	99	99	0
2304_S43_L001.il.fq	fqzcomp	fqzcomp_s8_s	13275747	308830288	8.22	10.85	4405	4404	99	99	0
2295_S34_L001.il.fq	fqzcomp	fqzcomp_s8_s	15154134	319978424	8.22	10.86	4406	4405	99	99	0
2252_S39_L001.il.fq	fqzcomp	fqzcomp_s8_s	20119231	368794574	9.18	12.31	4406	4405	99	100	0
2240_S27_L001.il.fq	fqzcomp	fqzcomp_s8_s	26763032	367953250	10.8	14.01	4406	4405	99	99	0
2276_S15_L001.il.fq	fqzcomp	fqzcomp_s8_s	23128135	366767194	10.09	12.85	4406	4405	99	99	0
2294_S33_L001.il.fq	fqzcomp	fqzcomp_s8_s	15336860	270026346	7.5	10.3	4406	4405	99	99	0
2237_S24_L001.il.fq	fqzcomp	fqzcomp_s8_s	23321019	440977110	10.64	14.11	4406	4405	99	99	0
2218_S5_L001.il.fq	fqzcomp	fqzcomp_s8_s	52202384	458633010	17.42	21.06	4407	4405	99	99	0
2301_S40_L001.il.fq	fqzcomp	fqzcomp_s8_s	16730345	349276596	8.8	11.61	4406	4405	99	100	0
2250_S37_L001.il.fq	fqzcomp	fqzcomp_s8_s	15783736	338071598	8.12	10.62	4406	4405	99	99	0
2273_S12_L001.il.fq	dsrc	dsrc_m0_s	43527202	380317040	11.61	11.91	125	112	99	99	1
2259_S46_L001.il.fq	fqzcomp	fqzcomp_s8_s	19536271	350734246	8.73	11.57	4406	4405	99	99	0
2229_S16_L001.il.fq	fqzcomp	fqzcomp_s8_s	27100112	419881230	10.79	14.07	4406	4405	99	99	0
2305_S44_L001.il.fq	dsrc	dsrc_m0_s	37178586	298045616	9.15	9.45	125	113	99	100	1
2233_S20_L001.il.fq	fqzcomp	fqzcomp_s8_s	25705815	312791608	9.08	11.92	4406	4405	99	99	0
2248_S35_L001.il.fq	dsrc	dsrc_m0_s	55344583	515301428	15.48	15.92	125	112	99	99	1
2260_S47_L001.il.fq	dsrc	dsrc_m0_s	47270760	373982572	11.48	11.97	125	113	99	99	1
2215_S2_L001.il.fq	dsrc	dsrc_m0_s	32515061	355812082	10.45	10.95	123	111	99	99	1
2283_S22_L001.il.fq	dsrc	dsrc_m0_s	46126327	429575634	12.8	13.23	126	113	99	99	1
2249_S36_L001.il.fq	dsrc	dsrc_m0_s	39298630	375702258	11.06	11.63	122	112	99	100	1
2223_S10_L001.il.fq	dsrc	dsrc_m0_s	39048274	366792588	10.94	11.49	123	112	99	99	1
2297_S36_L001.il.fq	dsrc	dsrc_m0_s	32914668	297605488	8.91	9.25	126	112	99	99	1
2263_S2_L001.il.fq	dsrc	dsrc_m0_s	45083471	416736936	12.41	12.77	123	112	99	100	1
2232_S19_L001.il.fq	dsrc	dsrc_m0_s	51143079	384683514	11.78	12.26	125	113	99	99	1
2266_S5_L001.il.fq	dsrc	dsrc_m0_s	67544919	595944536	17.82	18.61	125	112	99	99	1
2253_S40_L001.il.fq	dsrc	dsrc_m0_s	46683988	392234212	11.95	12.19	125	112	99	99	1
2224_S11_L001.il.fq	dsrc	dsrc_m0_s	40105427	342963850	10.21	10.73	125	112	99	99	1
2274_S13_L001.il.fq	dsrc	dsrc_m0_s	45969517	385430632	11.5	11.94	125	112	100	99	1
2257_S44_L001.il.fq	dsrc	dsrc_m0_s	39420183	319269900	9.7	10.21	125	112	99	100	1
2289_S28_L001.il.fq	dsrc	dsrc_m0_s	36047896	388820198	11.26	12.04	122	111	99	99	1
2254_S41_L001.il.fq	dsrc	dsrc_m0_s	44640146	375101846	11.35	11.84	126	112	100	100	1
